mm_gene	hg_gene	MEL	CH12	K562	GM12878	q_M	q_C	q_K	q_G
NULL	MIR125A	0	0	0	0	0	0	0	0
NULL	MIR125B1	0	0	0	0	0	0	0	0
NULL	MIR125B2	0	0	0	0	0	0	0	0
NULL	MIR126	0	0	0	0	0	0	0	0
NULL	MIR1260A	0	0	0	0	0	0	0	0
NULL	MIR1260B	0	0	0	0	0	0	0	0
NULL	MIR1262	0	0	0	0	0	0	0	0
NULL	MIR1264	0	0	0	0	0	0	0	0
NULL	MIR1265	0	0	0	0	0	0	0	0
NULL	MIR1266	0	0	0	0	0	0	0	0
NULL	MIR127	0	0	0	0	0	0	0	0
NULL	MIR1270-1	0	0	0	0	0	0	0	0
NULL	MIR1272	0	0	0	1.94089445806318	0	0	0	3
NULL	MIR1275	0	0	0	0	0	0	0	0
NULL	MIR1276	0	0	0	0	0	0	0	0
NULL	MIR1277	0	0	0	0	0	0	0	0
NULL	MIR1278	0	0	0	0	0	0	0	0
NULL	MIR1279	0	0	0	0	0	0	0	0
NULL	MIR128-1	0	0	0	0	0	0	0	0
NULL	MIR128-2	0	0	0	0	0	0	0	0
NULL	MIR1281	0	0	0	0	0	0	0	0
NULL	MIR1282	0	0	0	0	0	0	0	0
NULL	MIR1283-1	0	0	0	0	0	0	0	0
NULL	MIR1283-2	0	0	0	0	0	0	0	0
NULL	MIR1284	0	0	2.17061077917605	0	0	0	3	0
NULL	MIR1286	0	0	0	0	0	0	0	0
NULL	MIR1287	0	0	0	0	0	0	0	0
NULL	MIR1288	0	0	0	0	0	0	0	0
NULL	MIR1289-2	0	0	0	0	0	0	0	0
NULL	MIR129-1	0	0	0	0	0	0	0	0
NULL	MIR129-2	0	0	0	0	0	0	0	0
NULL	MIR1292	0	0	0	6.18550436824039	0	0	0	3
NULL	MIR1293	0	0	0	0	0	0	0	0
NULL	MIR1295A	0	0	0	0	0	0	0	0
NULL	MIR1295B	0	0	0	0	0	0	0	0
NULL	MIR1296	0	0	0	0	0	0	0	0
NULL	MIR1297	0	0	0	0	0	0	0	0
NULL	MIR1298	0	0	0	0	0	0	0	0
NULL	MIR1301	0	0	0	0	0	0	0	0
NULL	MIR1304	0	0	0	0	0	0	0	0
NULL	MIR1305	0	0	0	0	0	0	0	0
NULL	MIR1306	0	0	0	0	0	0	0	0
NULL	MIR1307	0	0	0	0	0	0	0	0
NULL	MIR130A	0	0	0	3.66819954164894	0	0	0	3
NULL	MIR130B	0	0	3.33196920701815	0	0	0	3	0
NULL	MIR132	0	0	0	0	0	0	0	0
NULL	MIR1322	0	0	0	0	0	0	0	0
NULL	MIR1323	0	0	0	0	0	0	0	0
NULL	MIR1324	0	0	0	0	0	0	0	0
NULL	MIR133A1	0	0	0	0	0	0	0	0
NULL	MIR133A2	0	0	0	0	0	0	0	0
NULL	MIR133B	0	0	0	0	0	0	0	0
NULL	MIR134	0	0	0	0	0	0	0	0
NULL	MIR1343	0	0	0	0	0	0	0	0
NULL	MIR135A1	0	0	0	0	0	0	0	0
NULL	MIR135A2	0	0	0	0	0	0	0	0
NULL	MIR135B	0	0	2.95353136078683	0	0	0	3	0
NULL	MIR136	0	0	0	0	0	0	0	0
NULL	MIR137	0	0	0	0	0	0	0	0
NULL	MIR137HG	0	0	0	0	0	0	0	0
NULL	MIR138-1	0	0	0	7.70808736471176	0	0	0	4
NULL	MIR138-2	0	0	0	0	0	0	0	0
NULL	MIR139	0	0	0	0	0	0	0	0
NULL	MIR140	0	0	3.03552956294436	1.84251540178423	0	0	3	3
NULL	MIR141	0	0	0	0	0	0	0	0
NULL	MIR142	0	0	25.7786208110432	41.9707043765472	0	0	4	4
NULL	MIR143	0	0	0.0337376956925375	0.0600962097864094	0	0	1	1
NULL	MIR143HG	0	0	0	0	0	0	0	0
NULL	MIR144	0	0	5.23300844100858	1.91036791549303	0	0	3	3
NULL	MIR1468	0	0	0	0	0	0	0	0
NULL	MIR1469	0	0	0	0	0	0	0	0
NULL	MIR146A	0	0	0	0	0	0	0	0
NULL	MIR146B	0	0	5.99266537265732	0	0	0	3	0
NULL	MIR1470	0	0	0	0	0	0	0	0
NULL	MIR1471	0	0	0	0	0	0	0	0
NULL	MIR147A	0	0	0	0	0	0	0	0
NULL	MIR147B	0	0	0	0	0	0	0	0
NULL	MIR148A	0	0	0	3.10834593271877	0	0	0	3
NULL	MIR148B	0	0	2.50796396379357	0	0	0	3	0
NULL	MIR149	0	0	3.90945721143305	0	0	0	3	0
NULL	MIR150	0	0	0	0	0	0	0	0
NULL	MIR152	0	0	0	0	0	0	0	0
NULL	MIR153-1	0	0	0	0	0	0	0	0
NULL	MIR153-2	0	0	0	0	0	0	0	0
NULL	MIR1537	0	0	0	0	0	0	0	0
NULL	MIR1538	0	0	0	0	0	0	0	0
NULL	MIR1539	0	0	0	6.28078080644991	0	0	0	3
NULL	MIR154	0	0	0	0	0	0	0	0
NULL	MIR155	0	0	0	0	0	0	0	0
NULL	MIR155HG	0	0	0.0424400553746568	3.56910599084654	0	0	1	3
NULL	MIR15B	0	0	0	0	0	0	0	0
NULL	MIR16-1	0	0	0	1.0601737359904	0	0	0	3
NULL	MIR16-2	0	0	0	0	0	0	0	0
NULL	MIR17HG	0	0	2.10596308958631	1.01221241606387	0	0	3	3
NULL	MIR181A1	0	0	0	3.14215447934765	0	0	0	3
NULL	MIR181A1HG	0	0	0	0.143107057210174	0	0	0	2
NULL	MIR181A2	0	0	0	0	0	0	0	0
NULL	MIR181A2HG	0	0	0.111303737871901	0.61514128656464	0	0	1	3
NULL	MIR181B1	0	0	0	1.60486834529316	0	0	0	3
NULL	MIR181B2	0	0	0	2.56508477059757	0	0	0	3
NULL	MIR181C	0	0	0	2.19723395914729	0	0	0	3
NULL	MIR181D	0	0	0	1.84669801948354	0	0	0	3
NULL	MIR182	0	0	0	0	0	0	0	0
NULL	MIR1827	0	0	3.89062281084282	0	0	0	3	0
NULL	MIR183	0	0	0	0	0	0	0	0
NULL	MIR184	0	0	0	0	0	0	0	0
NULL	MIR185	0	0	0	0	0	0	0	0
NULL	MIR186	0	0	0	3.75931032551074	0	0	0	3
NULL	MIR187	0	0	0	0	0	0	0	0
NULL	MIR188	0	0	0	0	0	0	0	0
NULL	MIR18B	0	0	0	0	0	0	0	0
NULL	MIR1908	0	0	0	0	0	0	0	0
NULL	MIR1909	0	0	0	0	0	0	0	0
NULL	MIR190A	0	0	0	0	0	0	0	0
NULL	MIR190B	0	0	0	0	0	0	0	0
NULL	MIR191	0	0	0	0	0	0	0	0
NULL	MIR1910	0	0	0	0	0	0	0	0
NULL	MIR1911	0	0	0	0	0	0	0	0
NULL	MIR1912	0	0	0	0	0	0	0	0
NULL	MIR1913	0	0	0	2.76794207632087	0	0	0	3
NULL	MIR1914	0	0	8.56179438002554	6.62150372064111	0	0	4	3
NULL	MIR1915	0	0	0	0	0	0	0	0
NULL	MIR192	0	0	0	0	0	0	0	0
NULL	MIR193A	0	0	0	0	0	0	0	0
NULL	MIR193B	0	0	0	0	0	0	0	0
NULL	MIR194-1	0	0	0	0	0	0	0	0
NULL	MIR194-2	0	0	0	0	0	0	0	0
NULL	MIR196A1	0	0	1.95768788529924	0	0	0	3	0
NULL	MIR196A2	0	0	0	0	0	0	0	0
NULL	MIR196B	0	0	0	0	0	0	0	0
NULL	MIR197	0	0	3.55067223858578	0	0	0	3	0
NULL	MIR1972-1	0	0	0	0	0	0	0	0
NULL	MIR1973	0	0	0	0	0	0	0	0
NULL	MIR1976	0	0	0	0	0	0	0	0
NULL	MIR198	0	0	0	0	0	0	0	0
NULL	MIR199A1	0	0	3.11884339472878	2.44227913060465	0	0	3	3
NULL	MIR199B	0	0	0	0	0	0	0	0
NULL	MIR19B1	0	0	0	0	0	0	0	0
NULL	MIR19B2	0	0	0	0	0	0	0	0
NULL	MIR200A	0	0	0	0	0	0	0	0
NULL	MIR200B	0	0	0	0	0	0	0	0
NULL	MIR200C	0	0	0	0	0	0	0	0
NULL	MIR202	0	0	0	2.19723395914729	0	0	0	3
NULL	MIR203	0	0	0	0	0	0	0	0
NULL	MIR204	0	0	0	0	0	0	0	0
NULL	MIR205	0	0	0	0	0	0	0	0
NULL	MIR2052	0	0	0	0	0	0	0	0
NULL	MIR2053	0	0	0	0	0	0	0	0
NULL	MIR2054	0	0	0	0	0	0	0	0
NULL	MIR205HG	0	0	0	0	0	0	0	0
NULL	MIR206	0	0	0	0	0	0	0	0
NULL	MIR208A	0	0	0	0	0	0	0	0
NULL	MIR208B	0	0	0	0	0	0	0	0
NULL	MIR20B	0	0	0	0	0	0	0	0
NULL	MIR21	0	0	0	0	0	0	0	0
NULL	MIR210	0	0	0	11.4532016976595	0	0	0	4
NULL	MIR210HG	0	0	0.29511499022554	1.21048508602193	0	0	2	3
NULL	MIR211	0	0	0	0	0	0	0	0
NULL	MIR2110	0	0	0	0	0	0	0	0
NULL	MIR2113	0	0	0	0	0	0	0	0
NULL	MIR2114	0	0	0	0	0	0	0	0
NULL	MIR2116	0	0	0	6.21775624975334	0	0	0	3
NULL	MIR2117	0	0	0	0	0	0	0	0
NULL	MIR212	0	0	0	0	0	0	0	0
NULL	MIR215	0	0	0	0	0	0	0	0
NULL	MIR216A	0	0	0	0	0	0	0	0
NULL	MIR216B	0	0	0	0	0	0	0	0
NULL	MIR217	0	0	0	0	0	0	0	0
NULL	MIR218-1	0	0	0	0	0	0	0	0
NULL	MIR218-2	0	0	0	0	0	0	0	0
NULL	MIR219-1	0	0	3.64653888472692	0	0	0	3	0
NULL	MIR219-2	0	0	0	0	0	0	0	0
NULL	MIR22	0	0	0	0	0	0	0	0
NULL	MIR221	0	0	2.09937224030805	2.87536822877447	0	0	3	3
NULL	MIR222	0	0	0	0	0	0	0	0
NULL	MIR223	0	0	0	0	0	0	0	0
NULL	MIR2276	0	0	0	0	0	0	0	0
NULL	MIR2277	0	0	0	0	0	0	0	0
NULL	MIR2278	0	0	0	0	0	0	0	0
NULL	MIR22HG	0	0	0.206960925496632	0.35697685568052	0	0	2	2
NULL	MIR2355	0	0	0	2.60716174019757	0	0	0	3
NULL	MIR2392	0	0	0	0	0	0	0	0
NULL	MIR23B	0	0	0.124451191136094	0.273890236255615	0	0	1	2
NULL	MIR23C	0	0	0	1.72220915537771	0	0	0	3
NULL	MIR2467	0	0	0	0	0	0	0	0
NULL	MIR25	0	0	8.80298048191968	10.179159435403	0	0	4	4
NULL	MIR2681	0	0	0	0	0	0	0	0
NULL	MIR2682	0	0	0	0	0	0	0	0
NULL	MIR26A1	0	0	3.48470642897494	0	0	0	3	0
NULL	MIR26A2	0	0	1.89008648092517	2.8178063857341	0	0	3	3
NULL	MIR26B	0	0	4.87305434158548	2.11932224066969	0	0	3	3
NULL	MIR2909	0	0	0	0	0	0	0	0
NULL	MIR296	0	0	5.47032651881506	5.19497388344246	0	0	3	3
NULL	MIR2964A	0	0	0	0	0	0	0	0
NULL	MIR298	0	0	0	4.6197747144096	0	0	0	3
NULL	MIR299	0	0	0	0	0	0	0	0
NULL	MIR29A	0	0	2.23791005461854	3.98633959328819	0	0	3	3
NULL	MIR29B1	0	0	1.27751437236506	6.23893370110009	0	0	3	3
NULL	MIR29C	0	0	0	0	0	0	0	0
NULL	MIR300	0	0	0	0	0	0	0	0
NULL	MIR301A	0	0	0	0	0	0	0	0
NULL	MIR301B	0	0	0	0	0	0	0	0
NULL	MIR302B	0	0	0	0.292125202093277	0	0	0	2
NULL	MIR302F	0	0	0	0	0	0	0	0
NULL	MIR3064	0	0	7.7964098273583	27.8677537292556	0	0	4	4
NULL	MIR3065	0	0	0	0	0	0	0	0
NULL	MIR3074	0	0	0	0	0	0	0	0
NULL	MIR30A	0	0	0	0	0	0	0	0
NULL	MIR30B	0	0	12.372819416634	5.43338906955486	0	0	4	3
NULL	MIR30C1	0	0	0	2.56508477059757	0	0	0	3
NULL	MIR30C2	0	0	0	0	0	0	0	0
NULL	MIR30D	0	0	0	0	0	0	0	0
NULL	MIR30E	0	0	0	0	0	0	0	0
NULL	MIR31	0	0	0	0	0	0	0	0
NULL	MIR3115	0	0	0	4.44509018040332	0	0	0	3
NULL	MIR3117	0	0	0	0	0	0	0	0
NULL	MIR3119-1	0	0	0	0	0	0	0	0
NULL	MIR3119-2	0	0	0	0	0	0	0	0
NULL	MIR3120	0	0	0	0	0	0	0	0
NULL	MIR3121	0	0	0	0	0	0	0	0
NULL	MIR3122	0	0	0	2.95458681427946	0	0	0	3
NULL	MIR3123	0	0	0	0	0	0	0	0
NULL	MIR3124	0	0	6.25372032182195	2.28299013654426	0	0	3	3
NULL	MIR3125	0	0	0	0	0	0	0	0
NULL	MIR3126	0	0	0	0	0	0	0	0
NULL	MIR3127	0	0	0	2.87095144786693	0	0	0	3
NULL	MIR3128	0	0	0	0	0	0	0	0
NULL	MIR3129	0	0	0	0	0	0	0	0
NULL	MIR3130-1	0	0	0	0	0	0	0	0
NULL	MIR3130-2	0	0	0	0	0	0	0	0
NULL	MIR3131	0	0	0	0	0	0	0	0
NULL	MIR3132	0	0	0	0	0	0	0	0
NULL	MIR3134	0	0	0	0	0	0	0	0
NULL	MIR3136	0	0	0	0	0	0	0	0
NULL	MIR3138	0	0	3.38367049506606	2.60909657134292	0	0	3	3
NULL	MIR3140	0	0	0	0	0	0	0	0
NULL	MIR3141	0	0	0	0	0	0	0	0
NULL	MIR3142	0	0	0	0	0	0	0	0
NULL	MIR3143	0	0	4.38306666480901	5.24881187499032	0	0	3	3
NULL	MIR3145	0	0	0	0	0	0	0	0
NULL	MIR3146	0	0	0	0	0	0	0	0
NULL	MIR3147	0	0	0	0	0	0	0	0
NULL	MIR3148	0	0	0	0	0	0	0	0
NULL	MIR3150A	0	0	0	0	0	0	0	0
NULL	MIR3150B	0	0	0	0	0	0	0	0
NULL	MIR3151	0	0	0	0	0	0	0	0
NULL	MIR3152	0	0	0	0	0	0	0	0
NULL	MIR3153	0	0	3.1703222318342	2.16066391949884	0	0	3	3
NULL	MIR3154	0	0	0	0	0	0	0	0
NULL	MIR3155A	0	0	0	0	0	0	0	0
NULL	MIR3155B	0	0	0	0	0	0	0	0
NULL	MIR3156-1	0	0	0	0	0	0	0	0
NULL	MIR3156-2	0	0	0	0	0	0	0	0
NULL	MIR3156-3	0	0	0	0	0	0	0	0
NULL	MIR3157	0	0	0	0	0	0	0	0
NULL	MIR3158-1	0	0	0	0	0	0	0	0
NULL	MIR3158-2	0	0	0	0	0	0	0	0
NULL	MIR3160-1	0	0	0	0	0	0	0	0
NULL	MIR3160-2	0	0	0	0	0	0	0	0
NULL	MIR3162	0	0	0	3.88926069959838	0	0	0	3
NULL	MIR3165	0	0	0	0	0	0	0	0
NULL	MIR3167	0	0	0	0	0	0	0	0
NULL	MIR3169	0	0	0	0	0	0	0	0
NULL	MIR3170	0	0	0	0	0	0	0	0
NULL	MIR3173	0	0	0	0	0	0	0	0
NULL	MIR3175	0	0	0	0	0	0	0	0
NULL	MIR3176	0	0	0	0	0	0	0	0
NULL	MIR3177	0	0	1.9896804809917	2.33500267858028	0	0	3	3
NULL	MIR3178	0	0	0	0	0	0	0	0
NULL	MIR3179-2	0	0	0	0	0	0	0	0
NULL	MIR3179-3	0	0	0	0	0	0	0	0
NULL	MIR3180-3	0	0	0	0	0	0	0	0
NULL	MIR3180-4	0	0	3.58854219469113	0	0	0	3	0
NULL	MIR3180-5	0	0	0	0	0	0	0	0
NULL	MIR3182	0	0	0	0	0	0	0	0
NULL	MIR3183	0	0	0	0	0	0	0	0
NULL	MIR3184	0	0	0	0	0	0	0	0
NULL	MIR3185	0	0	0	0	0	0	0	0
NULL	MIR3186	0	0	3.24765592991249	0	0	0	3	0
BC005764	MIR3187	0.391769097068401	0.343891173164399	0	0	2	2	0	0
NULL	MIR3188	0	0	0	0	0	0	0	0
NULL	MIR3189	0	0	8.13139403427406	0	0	0	4	0
NULL	MIR3190	0	0	0	0	0	0	0	0
NULL	MIR3191	0	0	0	0	0	0	0	0
NULL	MIR3192	0	0	0	0	0	0	0	0
NULL	MIR3193	0	0	3.13959422489665	0	0	0	3	0
NULL	MIR3194	0	0	3.61977777661425	0	0	0	3	0
NULL	MIR3196	0	0	0	0	0	0	0	0
NULL	MIR3197	0	0	0	0	0	0	0	0
NULL	MIR3198-1	0	0	0	0	0	0	0	0
NULL	MIR3198-2	0	0	0	0	0	0	0	0
NULL	MIR3199-1	0	0	0	0	0	0	0	0
NULL	MIR3199-2	0	0	0	0	0	0	0	0
NULL	MIR31HG	0	0	0	0	0	0	0	0
NULL	MIR32	0	0	0	0	0	0	0	0
NULL	MIR3200	0	0	0	0	0	0	0	0
NULL	MIR3201	0	0	0	0	0	0	0	0
NULL	MIR3202-1	0	0	0	0	0	0	0	0
NULL	MIR3202-2	0	0	0	0	0	0	0	0
NULL	MIR320A	0	0	4.14505757294574	0	0	0	3	0
NULL	MIR320B1	0	0	0	0	0	0	0	0
NULL	MIR320B2	0	0	2.01574366382574	2.08519530802714	0	0	3	3
NULL	MIR320C1	0	0	0	0	0	0	0	0
NULL	MIR320C2	0	0	0	0	0	0	0	0
NULL	MIR320D1	0	0	0	5.73390366062161	0	0	0	3
NULL	MIR320D2	0	0	0	0	0	0	0	0
NULL	MIR320E	0	0	4.42773217222465	4.70067572298226	0	0	3	3
NULL	MIR323A	0	0	0	0	0	0	0	0
NULL	MIR323B	0	0	0	0	0	0	0	0
NULL	MIR324	0	0	3.87590263415925	7.90958373534535	0	0	3	4
NULL	MIR326	0	0	0	0	0	0	0	0
NULL	MIR328	0	0	0	0	0	0	0	0
NULL	MIR329-1	0	0	0	0	0	0	0	0
NULL	MIR329-2	0	0	0	0	0	0	0	0
NULL	MIR330	0	0	3.6749454282621	2.99709468452631	0	0	3	3
NULL	MIR331	0	0	2.20803196316186	4.76861019259624	0	0	3	3
NULL	MIR335	0	0	0	0	0	0	0	0
NULL	MIR337	0	0	0	0	0	0	0	0
NULL	MIR338	0	0	0	0	0	0	0	0
NULL	MIR339	0	0	12.0766380816519	29.0628229141399	0	0	4	4
NULL	MIR33A	0	0	3.51982717096143	12.3896253887523	0	0	3	4
NULL	MIR33B	0	0	0	0	0	0	0	0
NULL	MIR340	0	0	0	0	0	0	0	0
NULL	MIR345	0	0	0	0	0	0	0	0
NULL	MIR346	0	0	0	0	0	0	0	0
NULL	MIR34A	0	0	0	0	0	0	0	0
NULL	MIR34B	0	0	0	0	0	0	0	0
NULL	MIR34C	0	0	0	0	0	0	0	0
NULL	MIR3529	0	0	0	0	0	0	0	0
NULL	MIR3545	0	0	0	0	0	0	0	0
NULL	MIR3591	0	0	0	0	0	0	0	0
NULL	MIR3605	0	0	0	0	0	0	0	0
NULL	MIR3606	0	0	0	0	0	0	0	0
NULL	MIR3607	0	0	2.72303609501137	3.23655320227561	0	0	3	3
NULL	MIR3609	0	0	8.1652248068192	7.37388882830883	0	0	4	4
NULL	MIR3610	0	0	0	0	0	0	0	0
NULL	MIR3612	0	0	0	0	0	0	0	0
NULL	MIR3613	0	0	0	1.90428121251426	0	0	0	3
NULL	MIR3614	0	0	0	0	0	0	0	0
NULL	MIR3615	0	0	0	0	0	0	0	0
NULL	MIR3616	0	0	0	0	0	0	0	0
NULL	MIR3618	0	0	0	0	0	0	0	0
NULL	MIR3619	0	0	0	0	0	0	0	0
NULL	MIR362	0	0	0	0	0	0	0	0
NULL	MIR3620	0	0	0	0	0	0	0	0
NULL	MIR3621	0	0	0	0	0	0	0	0
NULL	MIR3622A	0	0	0	0	0	0	0	0
NULL	MIR3622B	0	0	0	0	0	0	0	0
NULL	MIR363	0	0	0	0	0	0	0	0
NULL	MIR3646	0	0	0	0	0	0	0	0
NULL	MIR3648	0	0	11.2295217348458	33.8573061904487	0	0	4	4
NULL	MIR3649	0	0	0	0	0	0	0	0
NULL	MIR3650	0	0	0	0	0	0	0	0
NULL	MIR3652	0	0	0	0	0	0	0	0
NULL	MIR3653	0	0	4.41296927061358	3.04859142444509	0	0	3	3
NULL	MIR3656	0	0	0	0	0	0	0	0
NULL	MIR3658	0	0	0	0	0	0	0	0
NULL	MIR3659	0	0	0	0	0	0	0	0
NULL	MIR365A	0	0	0	0	0	0	0	0
NULL	MIR365B	0	0	0	0	0	0	0	0
NULL	MIR3660	0	0	0	0	0	0	0	0
NULL	MIR3661	0	0	0	0	0	0	0	0
NULL	MIR3662	0	0	3.4886438342309	5.50114646034958	0	0	3	3
NULL	MIR3663	0	0	0	0	0	0	0	0
NULL	MIR3664	0	0	0	0	0	0	0	0
NULL	MIR3665	0	0	0	0	0	0	0	0
NULL	MIR3666	0	0	0	0	0	0	0	0
NULL	MIR3668	0	0	0	0	0	0	0	0
NULL	MIR3671	0	0	0	6.51774112650228	0	0	0	3
NULL	MIR3675	0	0	0	0	0	0	0	0
NULL	MIR3676	0	0	0	2.65084819566218	0	0	0	3
NULL	MIR3677	0	0	0	0	0	0	0	0
NULL	MIR3678	0	0	0	0	0	0	0	0
NULL	MIR3679	0	0	0	0	0	0	0	0
NULL	MIR3682	0	0	3.24223580422736	4.91422354189146	0	0	3	3
NULL	MIR3684	0	0	0	0	0	0	0	0
NULL	MIR3685	0	0	0	2.42643722770483	0	0	0	3
NULL	MIR3687	0	0	21.1298338608049	0	0	0	4	0
NULL	MIR3688-1	0	0	0	0	0	0	0	0
NULL	MIR3688-2	0	0	0	0	0	0	0	0
NULL	MIR3689A	0	0	0	0	0	0	0	0
NULL	MIR3689B	0	0	0	0	0	0	0	0
NULL	MIR3689C	0	0	0	0	0	0	0	0
NULL	MIR3689D1	0	0	0	0	0	0	0	0
NULL	MIR3689D2	0	0	0	0	0	0	0	0
NULL	MIR3689E	0	0	0	0	0	0	0	0
NULL	MIR3689F	0	0	0	0	0	0	0	0
NULL	MIR369	0	0	0	0	0	0	0	0
NULL	MIR3690	0	0	0	0	0	0	0	0
NULL	MIR3691	0	0	0	0	0	0	0	0
NULL	MIR3692	0	0	0	0	0	0	0	0
NULL	MIR3714	0	0	0	0	0	0	0	0
NULL	MIR371B	0	0	0	0	0	0	0	0
NULL	MIR372	0	0	0	0	0	0	0	0
NULL	MIR373	0	0	2.66414421724089	0	0	0	3	0
NULL	MIR374A	0	0	0	0	0	0	0	0
NULL	MIR374B	0	0	0	0	0	0	0	0
NULL	MIR374C	0	0	0	0	0	0	0	0
NULL	MIR375	0	0	0	0	0	0	0	0
NULL	MIR376A1	0	0	0	0	0	0	0	0
NULL	MIR376A2	0	0	0	0	0	0	0	0
NULL	MIR376B	0	0	0	0	0	0	0	0
NULL	MIR376C	0	0	0	0	0	0	0	0
NULL	MIR377	0	0	0	0	0	0	0	0
NULL	MIR378C	0	0	0	0	0	0	0	0
NULL	MIR378D1	0	0	0	0	0	0	0	0
NULL	MIR378D2	0	0	0	0	0	0	0	0
NULL	MIR378E	0	0	0	0	0	0	0	0
NULL	MIR378F	0	0	0	0	0	0	0	0
NULL	MIR379	0	0	0	0	0	0	0	0
NULL	MIR380	0	0	0	0	0	0	0	0
NULL	MIR381	0	0	0	0	0	0	0	0
NULL	MIR382	0	0	0	0	0	0	0	0
NULL	MIR383	0	0	0	0	0	0	0	0
NULL	MIR384	0	0	0	0	0	0	0	0
NULL	MIR3907	0	0	0	0	0	0	0	0
NULL	MIR3908	0	0	0	0	0	0	0	0
NULL	MIR3909	0	0	0	0	0	0	0	0
NULL	MIR3910-1	0	0	0	0	0	0	0	0
NULL	MIR3910-2	0	0	0	0	0	0	0	0
NULL	MIR3911	0	0	0	0	0	0	0	0
NULL	MIR3912	0	0	0	0	0	0	0	0
NULL	MIR3913-1	0	0	0	0	0	0	0	0
NULL	MIR3913-2	0	0	0	0	0	0	0	0
NULL	MIR3914-1	0	0	0	0	0	0	0	0
NULL	MIR3914-2	0	0	0	0	0	0	0	0
NULL	MIR3916	0	0	9.78943851425264	9.63944701730585	0	0	4	4
NULL	MIR3917	0	0	0	0	0	0	0	0
NULL	MIR3918	0	0	0	0	0	0	0	0
NULL	MIR3919	0	0	0	0	0	0	0	0
NULL	MIR3920	0	0	0	0	0	0	0	0
NULL	MIR3921	0	0	0	0	0	0	0	0
NULL	MIR3922	0	0	0	0	0	0	0	0
NULL	MIR3924	0	0	0	0	0	0	0	0
NULL	MIR3925	0	0	0	0	0	0	0	0
NULL	MIR3926-1	0	0	0	0	0	0	0	0
NULL	MIR3926-2	0	0	0	0	0	0	0	0
NULL	MIR3928	0	0	0	0	0	0	0	0
NULL	MIR3935	0	0	0	0	0	0	0	0
NULL	MIR3936	0	0	4.31271209390415	2.813625978793	0	0	3	3
NULL	MIR3938	0	0	0	0	0	0	0	0
NULL	MIR3939	0	0	1.95641701000097	0	0	0	3	0
NULL	MIR3940	0	0	0	0	0	0	0	0
NULL	MIR3941	0	0	0	0	0	0	0	0
NULL	MIR3942	0	0	0	0	0	0	0	0
NULL	MIR3943	0	0	0	0	0	0	0	0
NULL	MIR3944	0	0	0	0	0	0	0	0
NULL	MIR3945	0	0	0	0	0	0	0	0
NULL	MIR3960	0	0	0	0	0	0	0	0
NULL	MIR3973	0	0	0	0	0	0	0	0
NULL	MIR3974	0	0	0	0	0	0	0	0
NULL	MIR3975	0	0	0	2.2237129804138	0	0	0	3
NULL	MIR3976	0	0	0	0	0	0	0	0
NULL	MIR3977	0	0	0	0	0	0	0	0
NULL	MIR3978	0	0	0	0	0	0	0	0
NULL	MIR409	0	0	0	0	0	0	0	0
NULL	MIR410	0	0	0	0	0	0	0	0
NULL	MIR411	0	0	0	0	0	0	0	0
NULL	MIR412	0	0	0	0	0	0	0	0
NULL	MIR421	0	0	2.89063793539078	1.56903506571798	0	0	3	3
NULL	MIR423	0	0	0	0	0	0	0	0
NULL	MIR424	0	0	0	0	0	0	0	0
NULL	MIR425	0	0	0	3.20077040415932	0	0	0	3
NULL	MIR4251	0	0	0	0	0	0	0	0
NULL	MIR4252	0	0	0	0	0	0	0	0
NULL	MIR4253	0	0	0	0	0	0	0	0
NULL	MIR4254	0	0	0	0	0	0	0	0
NULL	MIR4255	0	0	0	0	0	0	0	0
NULL	MIR4256	0	0	0	0	0	0	0	0
NULL	MIR4257	0	0	17.640094001238	0	0	0	4	0
NULL	MIR4258	0	0	5.12034909076961	0	0	0	3	0
NULL	MIR4260	0	0	0	0	0	0	0	0
NULL	MIR4261	0	0	0	0	0	0	0	0
NULL	MIR4262	0	0	0	0	0	0	0	0
NULL	MIR4263	0	0	4.35162029209435	2.02907580862911	0	0	3	3
NULL	MIR4264	0	0	0	0	0	0	0	0
NULL	MIR4265	0	0	0	0	0	0	0	0
NULL	MIR4266	0	0	0	0	0	0	0	0
NULL	MIR4267	0	0	0	0	0	0	0	0
NULL	MIR4268	0	0	0	0	0	0	0	0
NULL	MIR4269	0	0	0	0	0	0	0	0
NULL	MIR4270	0	0	0	0	0	0	0	0
NULL	MIR4271	0	0	0	0	0	0	0	0
NULL	MIR4272	0	0	0	0	0	0	0	0
NULL	MIR4273	0	0	0	0	0	0	0	0
NULL	MIR4274	0	0	0	0	0	0	0	0
NULL	MIR4275	0	0	0	0	0	0	0	0
NULL	MIR4276	0	0	0	0	0	0	0	0
NULL	MIR4277	0	0	0	0	0	0	0	0
NULL	MIR4278	0	0	0	0	0	0	0	0
NULL	MIR4279	0	0	0	0	0	0	0	0
NULL	MIR4280	0	0	0	2.09695425485928	0	0	0	3
NULL	MIR4281	0	0	0	0	0	0	0	0
NULL	MIR4282	0	0	0	0	0	0	0	0
NULL	MIR4283-1	0	0	0	0	0	0	0	0
NULL	MIR4284	0	0	0	0	0	0	0	0
NULL	MIR4285	0	0	0	0	0	0	0	0
NULL	MIR4287	0	0	0	0	0	0	0	0
NULL	MIR4288	0	0	0	4.49257356331543	0	0	0	3
NULL	MIR4289	0	0	0	0	0	0	0	0
