#mm9.knownGene.name	mm9.knownGene.chrom	mm9.knownGene.txStart	mm9.knownGene.txEnd	mm9.kgXref.geneSymbol	mm9.knownToEnsembl.value
uc009dkh.1	chr6	116506444	116507407	Olfr214	ENSMUST00000060204
uc009dki.1	chr6	116532029	116532962	Olfr215	ENSMUST00000061723
uc009dkj.1	chr6	116574033	116578719	Zfp422	ENSMUST00000079749
uc009dkk.1	chr6	116574033	116578940	Zfp422	ENSMUST00000079749
uc009dkl.1	chr6	116574033	116578995	Zfp422	ENSMUST00000079749
uc009dkm.2	chr6	116583025	116623854	Rassf4	ENSMUST00000035842
uc009dkn.2	chr6	116589241	116623854	Rassf4	ENSMUST00000035842
uc009dko.2	chr6	116592952	116623854	Rassf4	ENSMUST00000035842
uc009dkq.2	chr6	116600701	116602865	8430408G22Rik	ENSMUST00000067354
uc009dkp.2	chr6	116600701	116602865	8430408G22Rik	ENSMUST00000067354
uc009dkr.1	chr6	116642742	116666776	Tmem72	ENSMUST00000056623
uc009dks.2	chr6	117118552	117125087	Cxcl12	ENSMUST00000112866
uc009dkt.2	chr6	117118552	117131386	Cxcl12	ENSMUST00000073043
uc009dku.2	chr6	117118552	117131386	Cxcl12	ENSMUST00000112871
uc009dkv.1	chr6	117445252	117450095	AK135471	n/a
uc009dkw.1	chr6	117509714	117522347	AK162833	ENSMUST00000162741
uc009dkx.1	chr6	117629226	117701787	AK006540	n/a
uc009dky.1	chr6	117791259	117795974	Zfp637	ENSMUST00000164472
uc009dkz.1	chr6	117791259	117795974	Zfp637	ENSMUST00000035638
uc009dla.1	chr6	117791298	117795974	Zfp637	ENSMUST00000112860
uc009dlb.2	chr6	117793275	117795974	Zfp637	ENSMUST00000112861
uc009dlc.1	chr6	117813094	117822784	Zfp239	ENSMUST00000172088
uc009dld.1	chr6	117813094	117822784	Zfp239	ENSMUST00000079405
uc012eqx.1	chr6	117850357	117875640	Hnrnpf	ENSMUST00000167182
uc009dle.2	chr6	117856799	117875640	Hnrnpf	ENSMUST00000035493
uc012eqy.1	chr6	117856799	117875640	Hnrnpf	ENSMUST00000170346
uc009dlf.2	chr6	117856799	117875640	Hnrnpf	ENSMUST00000163168
uc012eqz.1	chr6	117857821	117875640	Hnrnpf	ENSMUST00000167657
uc012era.1	chr6	117857821	117875640	Hnrnpf	ENSMUST00000167657
uc009dlg.2	chr6	117867311	117875640	Hnrnpf	ENSMUST00000035493
uc009dlh.1	chr6	117883576	117887541	Fxyd4	ENSMUST00000005114
uc009dli.1	chr6	117883576	117887541	Fxyd4	ENSMUST00000005114
uc009dlj.1	chr6	117961557	118041564	Rasgef1a	ENSMUST00000032230
uc009dlk.2	chr6	118016402	118041564	Rasgef1a	ENSMUST00000164960
uc012erb.1	chr6	118016402	118041564	Rasgef1a	ENSMUST00000164960
uc009dll.1	chr6	118057470	118089158	Csgalnact2	ENSMUST00000049344
uc009dlm.1	chr6	118101765	118147762	Ret	ENSMUST00000032201
uc009dln.1	chr6	118101765	118147762	Ret	ENSMUST00000088790
uc009dlo.1	chr6	118333398	118369435	Bms1	ENSMUST00000032237
uc012erc.1	chr6	118346780	118369435	Bms1	ENSMUST00000032237
uc009dlp.1	chr6	118377336	118405524	Zfp248	ENSMUST00000069292
uc012erd.1	chr6	118377336	118405524	Zfp248	ENSMUST00000069292
uc009dlq.1	chr6	118411967	118429291	Zfp9	ENSMUST00000161170
uc012ere.1	chr6	118452581	118483484	Ankrd26	ENSMUST00000088758
uc009dlr.1	chr6	118452581	118512274	Ankrd26	ENSMUST00000112830
uc012erf.1	chr6	118485096	118512274	Ankrd26	ENSMUST00000007971
uc012erg.1	chr6	118542313	118633478	Cacna1c	ENSMUST00000078320
uc009dls.2	chr6	118542313	118707992	Cacna1c	ENSMUST00000112825
uc009dlv.2	chr6	118542313	119002724	Cacna1c	ENSMUST00000078320
uc012erh.1	chr6	118542313	119002724	Cacna1c	ENSMUST00000078320
uc012eri.1	chr6	118542313	119002724	Cacna1c	ENSMUST00000075591
uc012erj.1	chr6	118542313	119002724	Cacna1c	ENSMUST00000075591
uc012erk.1	chr6	118542313	119002724	Cacna1c	ENSMUST00000078320
uc012erl.1	chr6	118542313	119058207	Cacna1c	ENSMUST00000078320
uc009dlt.2	chr6	118542313	119058207	Cacna1c	ENSMUST00000075591
uc012erm.1	chr6	118542313	119058207	Cacna1c	ENSMUST00000075591
uc009dlu.2	chr6	118542313	119146427	Cacna1c	ENSMUST00000078320
uc009dlw.1	chr6	118663274	118701583	Cacna1c	ENSMUST00000112825
uc009dlx.2	chr6	119125270	119171632	Dcp1b	ENSMUST00000112777
uc009dly.2	chr6	119125270	119171632	Dcp1b	ENSMUST00000112777
uc012ern.1	chr6	119186543	119298856	Cacna2d4	ENSMUST00000037434
uc009dlz.1	chr6	119186543	119302425	Cacna2d4	ENSMUST00000037434
uc009dma.1	chr6	119198801	119251439	Cacna2d4	ENSMUST00000037434
uc012ero.1	chr6	119265150	119279222	Lrtm2	ENSMUST00000168793
uc009dmc.2	chr6	119265150	119280784	Lrtm2	ENSMUST00000068351
uc009dmb.2	chr6	119265150	119280784	Lrtm2	ENSMUST00000068351
uc009dmd.1	chr6	119303167	119338704	Adipor2	ENSMUST00000032272
uc012erp.1	chr6	119303167	119340266	Adipor2	ENSMUST00000032272
uc009dme.1	chr6	119303167	119367501	Adipor2	ENSMUST00000032272
uc009dmf.1	chr6	119307703	119367501	Adipor2	ENSMUST00000032272
uc009dmg.2	chr6	119382548	119399370	Wnt5b	ENSMUST00000117171
uc009dmi.2	chr6	119382548	119494365	Wnt5b	ENSMUST00000119369
uc009dmj.2	chr6	119429685	119433904	Fbxl14	ENSMUST00000032094
uc009dmk.1	chr6	119520813	119798168	Erc1	ENSMUST00000032279
uc009dml.1	chr6	119520813	119798168	Erc1	ENSMUST00000032279
uc009dmm.1	chr6	119703276	119798168	Erc1	ENSMUST00000032279
uc009dmn.1	chr6	119722724	119798168	Erc1	ENSMUST00000079582
uc012erq.1	chr6	119798210	119799034	3110021A11Rik	ENSMUST00000062454
uc009dmo.2	chr6	119852715	119871326	Rad52	ENSMUST00000161816
uc009dmq.2	chr6	119852715	119872841	Rad52	ENSMUST00000032269
uc009dmp.2	chr6	119852715	119872841	Rad52	ENSMUST00000032269
uc012err.1	chr6	119852715	119872841	Rad52	ENSMUST00000032269
uc009dmr.2	chr6	119852715	119872841	Rad52	ENSMUST00000032269
uc009dms.2	chr6	119873986	119877279	Wnk1	ENSMUST00000159903
uc012ers.1	chr6	119873986	119988673	Wnk1	ENSMUST00000060043
uc012ert.1	chr6	119873986	119988673	Wnk1	ENSMUST00000060043
uc009dmt.2	chr6	119873986	119988673	Wnk1	ENSMUST00000060043
uc012eru.1	chr6	119873986	119988673	Wnk1	ENSMUST00000060043
uc009dmu.2	chr6	119873986	119988673	Wnk1	ENSMUST00000060043
uc012erv.1	chr6	119903667	119940267	Wnk1	ENSMUST00000160769
uc009dmv.2	chr6	119903667	119988673	Wnk1	ENSMUST00000159397
uc012erw.1	chr6	119984245	119984329	Mir706	ENSMUST00000102262
uc009dmx.1	chr6	120043397	120150356	Ninj2	ENSMUST00000112711
uc009dmy.1	chr6	120153827	120244577	B4galnt3	ENSMUST00000057283
uc012erx.1	chr6	120153827	120244577	B4galnt3	ENSMUST00000172325
uc009dmz.1	chr6	120274715	120307378	Ccdc77	ENSMUST00000032283
uc009dna.1	chr6	120274715	120307378	Ccdc77	ENSMUST00000032283
uc012ery.1	chr6	120274715	120314387	Ccdc77	ENSMUST00000127146
uc009dnb.1	chr6	120287790	120304072	Ccdc77	ENSMUST00000123114
uc009dnc.1	chr6	120295319	120300408	Ccdc77	ENSMUST00000137271
uc009dnd.2	chr6	120314116	120319626	Kdm5a	ENSMUST00000152293
uc009dnf.2	chr6	120314116	120369579	Jarid1a	ENSMUST00000100996
uc009dng.2	chr6	120314116	120369579	Jarid1a	ENSMUST00000100996
uc009dne.2	chr6	120314116	120394592	Kdm5a	ENSMUST00000100996
uc009dnh.1	chr6	120355820	120363850	Jarid1a	ENSMUST00000124847
uc009dnj.2	chr6	120413214	120433745	Il17ra	ENSMUST00000002976
uc012erz.1	chr6	120413214	120433745	Il17ra	ENSMUST00000002976
uc009dnk.1	chr6	120438956	120443825	Cecr6	ENSMUST00000100995
uc009dnl.1	chr6	120459511	120481317	Cecr5	ENSMUST00000075303
uc009dnm.1	chr6	120504813	120524222	AK006942	n/a
uc009dno.2	chr6	120616438	120721209	Cecr2	ENSMUST00000112686
uc009dnq.1	chr6	120723785	120744000	Slc25a18	ENSMUST00000112682
uc009dnr.1	chr6	120745261	120772703	Atp6v1e1	ENSMUST00000019354
uc009dns.1	chr6	120786247	120817880	Bcl2l13	ENSMUST00000009256
uc009dnt.1	chr6	120786247	120842860	Bcl2l13	ENSMUST00000009256
uc009dnu.1	chr6	120786247	120842860	Bcl2l13	ENSMUST00000009256
uc012esa.1	chr6	120820783	120826364	Bcl2l13	ENSMUST00000009256
uc012esb.1	chr6	120841947	120866838	Bid	ENSMUST00000160684
uc009dnv.1	chr6	120843136	120866838	Bid	ENSMUST00000004560
uc009dnw.1	chr6	120881739	120932745	Mical3	ENSMUST00000098457
uc009dnx.1	chr6	120908258	120953171	Mical3	ENSMUST00000098457
uc009dny.1	chr6	120947333	120972306	Mical3	ENSMUST00000088567
uc009dnz.2	chr6	120957257	121031627	Mical3	ENSMUST00000077159
uc009doa.1	chr6	120966664	121060112	Mical3	ENSMUST00000077159
uc009dob.1	chr6	120971200	121081017	Mical3	ENSMUST00000077159
uc009doc.1	chr6	121133684	121137099	Pex26	ENSMUST00000139393
uc009dod.1	chr6	121133684	121146203	Pex26	ENSMUST00000088561
uc009doe.1	chr6	121133684	121146203	Pex26	ENSMUST00000088561
uc012esc.1	chr6	121133684	121146203	Pex26	ENSMUST00000118234
uc009dof.1	chr6	121160787	121176115	Tuba8	ENSMUST00000032233
uc009dog.2	chr6	121195923	121220935	Usp18	ENSMUST00000032198
uc009doh.1	chr6	121250313	121253311	Slc6a13	ENSMUST00000142144
uc009doi.1	chr6	121250313	121283609	Slc6a13	ENSMUST00000142021
uc009doj.1	chr6	121250313	121287736	Slc6a13	ENSMUST00000064580
uc009dok.1	chr6	121293105	121315791	Slc6a12	ENSMUST00000032200
uc009dol.1	chr6	121296714	121315791	Slc6a12	ENSMUST00000032200
uc009dom.1	chr6	121322950	121423696	Iqsec3	ENSMUST00000046373
uc009don.1	chr6	121322950	121423696	mKIAA1110	ENSMUST00000129815
uc009doo.1	chr6	121322950	121423696	Iqsec3	ENSMUST00000046373
uc009dop.1	chr6	121354827	121423696	Iqsec3	ENSMUST00000151397
uc009doq.1	chr6	121586190	121629256	A2m	ENSMUST00000032203
uc009dor.1	chr6	121788558	121839075	Mug1	ENSMUST00000032228
uc009dos.1	chr6	121956815	122035985	Mug2	ENSMUST00000081777
uc009dot.1	chr6	122086645	122100976	Gm10319	ENSMUST00000078431
uc012esd.1	chr6	122126070	122198584	MUG3	n/a
uc009dov.1	chr6	122220618	122232851	Klrg1	ENSMUST00000032207
uc012ese.1	chr6	122220618	122232851	Klrg1	ENSMUST00000032207
uc009dow.1	chr6	122259027	122267695	M6pr	ENSMUST00000007602
uc012esf.1	chr6	122267748	122273831	Phc1	ENSMUST00000081849
uc009dox.1	chr6	122267748	122287033	Phc1	ENSMUST00000079560
uc009doy.1	chr6	122267748	122287033	Phc1	ENSMUST00000081849
uc009doz.1	chr6	122267748	122288882	Phc1	ENSMUST00000160696
uc009dpa.1	chr6	122267748	122289656	Phc1	ENSMUST00000169419
uc009dpb.1	chr6	122269918	122290233	Phc1	ENSMUST00000160163
uc009dpc.1	chr6	122273025	122289656	Phc1	ENSMUST00000161739
uc009dpd.1	chr6	122273025	122289656	Phc1	ENSMUST00000161739
uc009dpe.1	chr6	122397319	122416605	Rimklb	ENSMUST00000146274
uc009dpf.1	chr6	122403626	122416605	Rimklb	ENSMUST00000068242
uc009dpg.1	chr6	122403626	122436323	Rimklb	ENSMUST00000068242
uc009dph.1	chr6	122407228	122407302	DQ693239	ENSMUST00000119780
uc009dpi.1	chr6	122463693	122479305	Mfap5	ENSMUST00000148517
uc009dpj.1	chr6	122503826	122514198	Aicda	ENSMUST00000043301
uc009dpk.1	chr6	122527809	122552462	Apobec1	ENSMUST00000112586
uc009dpl.1	chr6	122527809	122552462	Apobec1	ENSMUST00000112586
uc009dpm.1	chr6	122555420	122560089	Gdf3	ENSMUST00000032211
uc009dpn.1	chr6	122576441	122580289	Dppa3	ENSMUST00000049644
uc009dpo.1	chr6	122657582	122663796	Nanog	ENSMUST00000112580
uc009dpp.1	chr6	122657585	122663796	Nanogpd	ENSMUST00000012540
uc009dpq.2	chr6	122677826	122692763	Slc2a3	ENSMUST00000032476
uc012esg.1	chr6	122677826	122692763	Slc2a3	ENSMUST00000168704
uc012esh.1	chr6	122770201	122795384	Foxj2	ENSMUST00000003238
uc009dps.1	chr6	122797157	122806175	C3ar1	ENSMUST00000042081
uc009dpt.1	chr6	122824574	122838959	Necap1	ENSMUST00000032477
uc012esi.1	chr6	122837357	122838961	mFLJ00061	ENSMUST00000032477
uc009dpu.1	chr6	122871875	122884637	Clec4a1	ENSMUST00000060484
uc009dpv.1	chr6	122902532	122919892	Clec4a3	ENSMUST00000117173
uc009dpw.1	chr6	122902661	122919892	Clec4a3	ENSMUST00000088468
uc009dpx.1	chr6	122940384	122974123	Clec4a4	ENSMUST00000079379
uc009dpz.2	chr6	122999979	123021573	Clec4b1	ENSMUST00000078559
uc009dpy.2	chr6	122999979	123021573	Clec4b1	ENSMUST00000077228
uc009dqa.1	chr6	123072707	123094017	Clec4a2	ENSMUST00000041779
uc009dqc.2	chr6	123073333	123094017	Clec4a2	ENSMUST00000041779
uc009dqb.2	chr6	123073333	123094017	Clec4a2	ENSMUST00000041779
uc009dqd.2	chr6	123123040	123154689	Clec4b2	ENSMUST00000088455
uc009dqe.2	chr6	123179860	123197042	Clec4n	ENSMUST00000024118
uc012esj.1	chr6	123179860	123197042	Clec4n	ENSMUST00000024118
uc009dqf.2	chr6	123179860	123197042	Clec4n	ENSMUST00000112554
uc012esk.1	chr6	123179874	123197042	Clec4n	ENSMUST00000151714
uc009dqj.2	chr6	123212124	123225286	Clec4d	ENSMUST00000032240
uc009dqg.2	chr6	123212124	123225286	Clec4d	ENSMUST00000032240
uc009dqh.2	chr6	123212124	123225286	Mcl	ENSMUST00000032240
uc009dqi.2	chr6	123212124	123225286	Mcl	ENSMUST00000032240
uc009dqk.1	chr6	123231806	123239889	Clec4e	ENSMUST00000032239
uc009dql.1	chr6	123231806	123239889	Clec4e	ENSMUST00000032239
uc009vdu.1	chr6	123258350	123286555	Vmn2r19	ENSMUST00000073948
uc009vdv.1	chr6	123335279	123368079	Vmn2r20	ENSMUST00000172199
uc009vdw.1	chr6	123442525	123483424	Vmn2r21	ENSMUST00000163607
uc009vdx.1	chr6	123559775	123600653	Vmn2r22	ENSMUST00000170808
uc009vdy.1	chr6	123652838	123692257	Vmn2r23	ENSMUST00000172391
uc009vdz.1	chr6	123728988	123766298	Vmn2r24	ENSMUST00000075095
uc009vea.1	chr6	123772831	123803208	Vmn2r25	ENSMUST00000162046
uc009dqm.1	chr6	123974775	124012053	Vmn2r26	ENSMUST00000032238
uc009veb.1	chr6	124141613	124181802	Vmn2r27	ENSMUST00000100968
uc009dqn.2	chr6	124254668	124280545	Cd163	ENSMUST00000032234
uc009dqo.2	chr6	124254668	124280545	Cd163	ENSMUST00000112541
uc009dqp.2	chr6	124297611	124307104	1700013D24Rik	ENSMUST00000112537
uc009dqq.1	chr6	124313318	124314537	AK006412	n/a
uc009dqr.1	chr6	124322179	124324823	AK006844	n/a
uc009dqs.1	chr6	124346833	124365085	Pex5	ENSMUST00000112532
uc009dqt.1	chr6	124346833	124365085	Pex5	ENSMUST00000080557
uc009dqu.1	chr6	124346833	124365085	Pex5	ENSMUST00000112532
uc009dqv.1	chr6	124365248	124368063	DQ715729	n/a
uc009dqw.2	chr6	124380773	124414802	Clstn3	ENSMUST00000008297
uc009dqx.1	chr6	124399791	124400052	AK213543	ENSMUST00000147947
uc009dqy.2	chr6	124443130	124460661	C1rl	ENSMUST00000049124
uc009dqz.2	chr6	124462638	124468081	C1ra	ENSMUST00000095468
uc009dra.2	chr6	124462638	124473458	C1ra	ENSMUST00000068593
uc009drb.1	chr6	124480361	124492339	C1s	ENSMUST00000160505
uc009drc.1	chr6	124480361	124492377	C1s	ENSMUST00000162443
uc009drd.1	chr6	124520447	124531062	C1rb	ENSMUST00000074590
uc009dre.1	chr6	124574642	124586103	Gm5077	ENSMUST00000068797
uc009drf.2	chr6	124613121	124654734	Lpcat3	ENSMUST00000004381
uc012esl.1	chr6	124613121	124654734	Lpcat3	ENSMUST00000135516
uc009drg.2	chr6	124654387	124662196	Emg1	ENSMUST00000004379
uc009drh.1	chr6	124662306	124663761	Phb2	ENSMUST00000124779
uc009dri.1	chr6	124662306	124666963	Phb2	ENSMUST00000100958
uc012esm.1	chr6	124667931	124668003	Mir141	ENSMUST00000083540
uc012esn.1	chr6	124668339	124668408	Mir200c	ENSMUST00000083528
uc009drj.1	chr6	124670724	124688727	Ptpn6	ENSMUST00000004377
uc009drk.1	chr6	124670735	124683163	Ptpn6	ENSMUST00000112484
uc009drl.1	chr6	124670735	124688727	Ptpn6	ENSMUST00000171549
uc012eso.1	chr6	124678798	124682878	Ptpn6	ENSMUST00000112484
uc009drm.1	chr6	124682185	124688058	AK048048	ENSMUST00000174861
uc009drn.1	chr6	124689201	124691097	Grcc10	ENSMUST00000004389
uc009dro.1	chr6	124689201	124706039	Atn1	ENSMUST00000129411
uc009drp.1	chr6	124690105	124691097	Grcc10	ENSMUST00000140423
uc009drq.1	chr6	124692561	124706039	Atn1	ENSMUST00000088357
uc009drr.1	chr6	124692561	124706505	Atn1	ENSMUST00000088357
uc009drs.1	chr6	124710072	124719527	Eno2	ENSMUST00000004378
uc009drt.1	chr6	124710072	124719527	Eno2	ENSMUST00000112476
uc009dru.1	chr6	124719880	124729736	Lrrc23	ENSMUST00000032218
uc009drv.1	chr6	124719880	124729736	Lrrc23	ENSMUST00000032218
uc009drw.1	chr6	124758692	124760632	Spsb2	ENSMUST00000047760
uc009drx.1	chr6	124758799	124760632	Spsb2	ENSMUST00000047760
uc009dry.1	chr6	124758958	124760632	Spsb2	ENSMUST00000052727
uc012esp.1	chr6	124760609	124764314	Tpi1	ENSMUST00000024223
uc012esq.1	chr6	124765036	124767489	Usp5	ENSMUST00000047510
uc009dsa.1	chr6	124765036	124779465	Usp5	ENSMUST00000047510
uc009dsb.1	chr6	124765036	124779465	Usp5	ENSMUST00000047510
uc009dsc.2	chr6	124780193	124783719	Cdca3	ENSMUST00000024270
uc009dsd.1	chr6	124784257	124790293	Gnb3	ENSMUST00000024206
uc009dse.1	chr6	124784257	124790293	Gnb3	ENSMUST00000024206
uc009dsf.1	chr6	124791112	124807705	Leprel2	ENSMUST00000023958
uc009dsg.1	chr6	124808462	124813935	Gpr162	ENSMUST00000046893
uc009dsh.1	chr6	124808462	124813935	Gpr162	ENSMUST00000046893
uc009dsi.1	chr6	124814710	124838227	Cd4	ENSMUST00000024044
uc012esr.1	chr6	124816621	124820598	Cd4	ENSMUST00000095454
uc009dsj.1	chr6	124817350	124838227	Cd4	ENSMUST00000151594
uc009dsk.1	chr6	124828758	124838227	Cd4	ENSMUST00000130378
uc009dsl.2	chr6	124854376	124861723	Lag3	ENSMUST00000032217
uc009dsm.2	chr6	124863692	124867964	Ptms	ENSMUST00000032216
uc009dsn.1	chr6	124866880	124875862	A230083G16Rik	ENSMUST00000069553
uc009dsp.2	chr6	124881405	124886167	Mlf2	ENSMUST00000032214
uc009dso.2	chr6	124881405	124886167	Mlf2	ENSMUST00000032214
uc009dsq.2	chr6	124881405	124887256	Mlf2	ENSMUST00000032214
uc009dsr.2	chr6	124908428	124915547	Cops7a	ENSMUST00000112439
uc009dss.2	chr6	124908824	124915415	Cops7a	ENSMUST00000032220
uc009dst.2	chr6	124946737	124953117	C530028O21Rik	ENSMUST00000032479
uc009dsu.2	chr6	124948454	124953117	C530028O21Rik	ENSMUST00000162170
uc009dsv.2	chr6	124948627	124953117	C530028O21Rik	ENSMUST00000162170
uc009dsw.1	chr6	124959255	124982805	Zfp384	ENSMUST00000140835
uc009dsx.1	chr6	124959255	124987887	Zfp384	ENSMUST00000112428
uc009dsy.1	chr6	124959822	124982805	Zfp384	ENSMUST00000140835
uc009dsz.1	chr6	124959822	124987887	Zfp384	ENSMUST00000112427
uc009dta.1	chr6	124960198	124999871	AK019772	n/a
uc009dtb.1	chr6	124974763	124982799	Zfp384	ENSMUST00000145566
uc009dtc.1	chr6	124980421	124987887	Zfp384	ENSMUST00000137325
uc009dtd.1	chr6	124989865	125000070	Ing4	ENSMUST00000140883
uc009dte.1	chr6	124989865	125000070	Ing4	ENSMUST00000140883
uc009dtf.1	chr6	124989865	125000070	Ing4	ENSMUST00000140883
uc009dtg.1	chr6	124998385	125001564	Ing4	ENSMUST00000140883
uc009dth.1	chr6	124998385	125004211	Acrbp	ENSMUST00000140883
uc009dti.2	chr6	124998385	125013283	Acrbp	ENSMUST00000140883
uc009dtj.1	chr6	125017937	125032490	Lpar5	ENSMUST00000088292
uc012ess.1	chr6	125021294	125032490	Lpar5	ENSMUST00000171989
uc009dtk.1	chr6	125046180	125080519	Chd4	ENSMUST00000056889
uc009dtl.1	chr6	125046180	125080519	mKIAA4075	ENSMUST00000112390
uc009dtm.1	chr6	125047104	125072047	Chd4	ENSMUST00000112390
uc009dtn.2	chr6	125081900	125094771	Nop2	ENSMUST00000044200
uc009dto.1	chr6	125095258	125111800	Iffo1	ENSMUST00000088276
uc009dtp.1	chr6	125095258	125111800	Iffo1	ENSMUST00000088276
uc009dtq.1	chr6	125095258	125111800	Iffo1	ENSMUST00000144364
uc009dtr.1	chr6	125095258	125111800	Iffo1	ENSMUST00000144364
uc012est.1	chr6	125095258	125111800	Iffo1	ENSMUST00000144364
uc009dts.1	chr6	125111869	125115601	Gapdh	ENSMUST00000118875
uc009dtt.1	chr6	125118024	125141604	Ncapd2	ENSMUST00000043848
uc012esu.1	chr6	125136378	125136449	Scarna10	ENSMUST00000158992
uc009dtv.1	chr6	125142182	125144410	bMRP64	ENSMUST00000032485
uc009dtw.1	chr6	125142217	125144410	Mrpl51	ENSMUST00000032485
uc009dtx.1	chr6	125165598	125172324	Vamp1	ENSMUST00000032487
uc009dty.1	chr6	125165598	125172324	Vamp1	ENSMUST00000100942
uc009dtz.1	chr6	125165598	125192045	Vamp1	ENSMUST00000159547
uc009dua.1	chr6	125174229	125181878	Tapbpl	ENSMUST00000043422
uc012esv.1	chr6	125181293	125189952	E130112N10Rik	ENSMUST00000160523
uc009dub.1	chr6	125181293	125192045	AK080173	ENSMUST00000159547
uc009duc.1	chr6	125182639	125187045	Cd27	ENSMUST00000032486
uc009dud.1	chr6	125182639	125187045	Cd27	ENSMUST00000032486
uc009due.1	chr6	125186125	125187045	Cd27	ENSMUST00000152650
uc009duf.1	chr6	125203191	125207872	AK085609	n/a
uc009dug.1	chr6	125215493	125237304	4930417O13Rik	n/a
uc009duh.1	chr6	125215542	125223795	4930417O13Rik	n/a
uc009dui.1	chr6	125228291	125236060	Tuba3a	ENSMUST00000088246
uc009duj.1	chr6	125256588	125263888	Ltbr	ENSMUST00000032489
uc009duk.2	chr6	125271357	125294960	Scnn1a	ENSMUST00000163886
uc009dul.2	chr6	125299740	125312501	Tnfrsf1a	ENSMUST00000032491
uc009dum.1	chr6	125312668	125330522	Plekhg6	ENSMUST00000042647
uc009dun.1	chr6	125410283	125444773	Cd9	ENSMUST00000032492
uc009duo.1	chr6	125444441	125449686	AK046349	ENSMUST00000150343
uc009dup.1	chr6	125482604	125542489	Vwf	ENSMUST00000112253
uc009duq.1	chr6	125502980	125542489	Vwf	ENSMUST00000112253
uc009dur.1	chr6	125502980	125554794	Vwf	ENSMUST00000150548
uc009dus.1	chr6	125502980	125636695	Vwf	ENSMUST00000001995
uc009dut.1	chr6	125553567	125593431	Vwf	ENSMUST00000001995
uc009duu.1	chr6	125596270	125611985	Vwf	ENSMUST00000141521
uc012esw.1	chr6	125599134	125636695	Vwf	ENSMUST00000001995
uc009duv.1	chr6	125640436	125907039	Ano2	ENSMUST00000159111
uc009duw.2	chr6	125640436	125990146	Ano2	ENSMUST00000041000
uc009dux.1	chr6	125660573	125990146	Ano2	ENSMUST00000161619
uc009duy.1	chr6	125762488	125990146	Ano2	ENSMUST00000067267
uc009duz.2	chr6	126051429	126114978	Ntf3	ENSMUST00000112244
uc012esx.1	chr6	126051429	126116762	Ntf3	ENSMUST00000112244
uc012esy.1	chr6	126051429	126116762	Ntf3	ENSMUST00000050484
uc009dva.2	chr6	126482568	126485573	Kcna5	ENSMUST00000060972
uc009dvb.1	chr6	126586480	126595819	Kcna1	ENSMUST00000055168
uc009dvd.2	chr6	126658346	126690692	Kcna6	ENSMUST00000040751
uc009dvc.2	chr6	126658346	126690692	Kcna6	ENSMUST00000040751
uc009dve.2	chr6	126771880	126799162	Ndufa9	ENSMUST00000088194
uc009dvf.2	chr6	126803115	126824326	Akap3	ENSMUST00000095440
uc009dvg.1	chr6	126826216	126857529	Dyrk4	ENSMUST00000112234
uc009dvh.1	chr6	126826216	126871857	Dyrk4	ENSMUST00000078521
uc009dvi.1	chr6	126873436	126889573	Rad51ap1	ENSMUST00000112221
uc009dvj.1	chr6	126873436	126889573	Rad51ap1	ENSMUST00000112220
uc009dvk.1	chr6	126878695	126889573	Rad51ap1	ENSMUST00000141212
uc009dvl.1	chr6	126889983	126897559	D6Wsu163e	ENSMUST00000032497
uc009dvm.1	chr6	126889983	126919685	D6Wsu163e	ENSMUST00000032497
uc009dvn.1	chr6	126889983	126925722	D6Wsu163e	ENSMUST00000032497
uc009dvo.1	chr6	126965559	126974736	Fgf6	ENSMUST00000000187
uc009dvp.1	chr6	127022919	127031426	Fgf23	ENSMUST00000000186
uc009dvq.2	chr6	127035133	127059570	9630033F20Rik	ENSMUST00000039913
uc009dvr.1	chr6	127075726	127101066	Ccnd2	ENSMUST00000000188
uc009dvs.1	chr6	127098317	127101066	Ccnd2	ENSMUST00000000188
uc009dvt.1	chr6	127099406	127162429	AK043994	ENSMUST00000139043
uc009dvu.1	chr6	127099643	127162429	AK020388	ENSMUST00000141627
uc009dvv.1	chr6	127100798	127100979	CYL2	ENSMUST00000000188
uc009dvw.1	chr6	127396857	127444257	Parp11	ENSMUST00000112191
uc009dvx.1	chr6	127403740	127429073	Parp11	ENSMUST00000112193
uc009dvy.1	chr6	127403740	127444257	Parp11	ENSMUST00000039680
uc009dvz.1	chr6	127424163	127429073	Parp11	ENSMUST00000112193
uc009dwa.1	chr6	127527992	127579956	Efcab4b	ENSMUST00000071563
uc009dwb.1	chr6	127639028	127718747	Prmt8	ENSMUST00000032500
uc009dwc.1	chr6	127726100	127728683	BC049716	n/a
uc009dwd.1	chr6	127735319	127735359	DQ710816	n/a
uc009dwe.1	chr6	127735412	127735443	DQ726480	n/a
uc009dwf.1	chr6	127735463	127735494	DQ540160	n/a
uc009dwg.1	chr6	127735678	127735717	DQ700421	n/a
uc009dwh.1	chr6	127735783	127735813	DQ562991	n/a
uc009dwi.1	chr6	127735907	127735958	DQ688757	n/a
uc009dwj.1	chr6	127736036	127736073	DQ724707	n/a
uc009dwk.1	chr6	127736147	127736178	DQ725413	n/a
uc009dwl.1	chr6	127736248	127736352	DQ690559	n/a
uc009dwm.1	chr6	127736374	127736404	DQ704690	n/a
uc009dwn.1	chr6	127736435	127736483	DQ693684	n/a
uc009dwo.1	chr6	127737875	127737912	DQ692255	n/a
